city,date,aqi,pm2_5,pm10,no2,o3,temperature,humidity,hospital_admissions,population_density,hospital_capacity,Year
Delhi,05-05-2023,210,63.4,46.5,45.9,50,15.3,36,7,Suburban,1512,2023
Delhi,06-05-2023,226,32.2,59.4,11.7,37.9,10,38,7,Urban,1862,2023
Tokyo,07-05-2023,330,44.1,30.1,24.7,10.7,32.1,47,9,Suburban,1351,2023
Mexico City,08-05-2023,252,38,54,31.1,25.8,17.9,70,3,Urban,1870,2023
Delhi,09-05-2023,342,40.5,29.7,31.3,44.7,27.2,53,14,Urban,1373,2023
Tokyo,10-05-2023,203,20.1,11.4,29.6,30.8,17.5,83,5,Suburban,1674,2023
Beijing,11-05-2023,54,35.4,34.3,14.1,54.3,28.3,63,8,Suburban,705,2023
Beijing,12-05-2023,25,30.9,44.9,23.2,44.7,16.8,75,14,Urban,1841,2023
Tokyo,13-05-2023,27,47,46.7,27.3,30.1,38.6,80,8,Urban,589,2023
Delhi,14-05-2023,278,58.3,43.1,29.3,42.9,12.2,40,8,Urban,1515,2023
Delhi,15-05-2023,215,25.8,14.5,23.2,33.9,25.9,20,8,Rural,1593,2023
Mexico City,16-05-2023,125,40.2,75.4,39.4,50.1,28.1,77,10,Urban,835,2023
Delhi,17-05-2023,305,36.6,64.7,38.5,45,5.1,56,0,Urban,1906,2023
Mexico City,18-05-2023,220,41.2,78.1,28.6,27.7,16.9,63,10,Urban,510,2023
Delhi,19-05-2023,154,40.5,70.1,26,48.5,6.2,92,9,Suburban,134,2023
Delhi,20-05-2023,45,48.9,54.7,33.9,28.5,32.2,79,5,Urban,767,2023
Delhi,21-05-2023,60,26.5,40.6,33.4,42,8.1,64,11,Urban,321,2023
Beijing,22-05-2023,81,9.4,27.3,31.7,48.9,32.7,21,2,Suburban,572,2023
Delhi,23-05-2023,84,24.4,74.8,43.5,11.5,31.3,54,9,Suburban,144,2023
Delhi,24-05-2023,307,27.5,40.3,37.6,34,17.5,74,10,Urban,845,2023
London,25-05-2023,308,52.6,65.2,28.2,20,37.3,58,14,Suburban,614,2023
Beijing,26-05-2023,496,46.7,46.3,42.3,34.3,20.3,61,1,Rural,1690,2023
Beijing,27-05-2023,40,60.3,44.7,39.1,28.3,25.2,71,10,Urban,1076,2023
Delhi,28-05-2023,490,34.6,41.9,38.7,34.6,29.3,91,9,Suburban,678,2023
Beijing,29-05-2023,364,48.6,62.5,42.5,41,-1.4,54,10,Urban,1683,2023
Delhi,30-05-2023,57,35.5,64.4,38.1,41.4,16.8,20,11,Urban,50,2023
Mexico City,31-05-2023,284,21.4,48.8,22.3,36.1,19.3,39,0,Urban,1292,2023
Delhi,01-06-2023,289,20.4,55.1,19.8,36.9,9.6,75,6,Suburban,1229,2023
Tokyo,02-06-2023,51,11.3,68,26.5,35.6,-0.5,30,3,Urban,1404,2023
Tokyo,03-06-2023,451,42.2,11.7,35.7,25.5,14.8,54,12,Urban,379,2023
Delhi,04-06-2023,353,58,34.4,35.1,43.4,13.7,41,8,Urban,448,2023
Delhi,05-06-2023,199,45.3,57.2,33.8,37.6,6.2,61,11,Suburban,1644,2023
Delhi,06-06-2023,209,40.3,34.1,18.7,52.2,-3.3,77,12,Suburban,1398,2023
Mexico City,07-06-2023,402,51.3,57.7,7.6,33.8,16.2,72,6,Urban,306,2023
Delhi,08-06-2023,305,20.7,41.7,46.2,17,4.2,47,0,Urban,699,2023
London,09-06-2023,71,36.8,34.6,25.1,38.9,13,87,7,Urban,746,2023
Los Angeles,10-06-2023,301,31.1,51.2,38,40.7,15.2,76,4,Urban,1406,2023
London,11-06-2023,492,43.3,52.1,23.1,47.1,13,50,6,Urban,1470,2023
Beijing,12-06-2023,436,28.1,62.8,40.7,34.7,24.8,81,5,Suburban,1241,2023
São Paulo,13-06-2023,321,61.9,64.1,31.3,46.4,16.6,22,11,Urban,643,2023
Delhi,14-06-2023,269,56.7,46.1,50.5,43.6,37.9,46,10,Suburban,502,2023
Beijing,15-06-2023,308,12.1,58.1,27.5,53.7,6.3,48,7,Urban,883,2023
Beijing,16-06-2023,137,66.8,29.7,36.7,43.6,3.3,53,12,Rural,1364,2023
Tokyo,17-06-2023,290,38.5,39,39.4,28.4,11.3,67,7,Suburban,1883,2023
Mexico City,18-06-2023,418,36.9,85.9,44.6,28.7,13.7,48,4,Urban,1475,2023
Delhi,20-06-2023,296,48.1,40.7,33.5,40.1,6.8,30,15,Urban,928,2023
Cairo,21-06-2023,154,14.9,94,24.9,34.2,-2.6,68,10,Urban,145,2023
Beijing,22-06-2023,108,48.8,17,30.1,14.6,5.4,52,9,Urban,1855,2023
Beijing,23-06-2023,106,29.6,32.1,29.2,31.5,5.6,32,12,Suburban,495,2023
Cairo,24-06-2023,116,67.8,74.7,35.2,59.9,17.3,21,11,Suburban,177,2023
Beijing,25-06-2023,267,2.2,52.2,13.5,25.7,4.8,88,6,Suburban,1863,2023
Beijing,26-06-2023,221,31.3,69,20.3,31.2,35.8,35,2,Urban,1924,2023
Mexico City,27-06-2023,492,24.6,61,33.4,44.1,37.3,91,9,Rural,785,2023
Delhi,28-06-2023,308,38,42.9,41.8,52.5,19.3,46,8,Rural,755,2023
Beijing,29-06-2023,491,31.4,44.4,38.3,34.1,39.6,53,12,Suburban,1955,2023
Delhi,30-06-2023,459,27.9,63.5,41.6,50.2,34.3,38,12,Suburban,1050,2023
Delhi,01-07-2023,45,9.6,40.6,44.7,44.7,26.6,86,6,Urban,1789,2023
London,02-07-2023,133,28.5,55.6,33.7,62.2,12.1,30,7,Rural,1113,2023
Mexico City,03-07-2023,23,46.6,9.8,39.7,38.4,24.5,24,7,Urban,971,2023
Beijing,04-07-2023,320,40.9,35.9,28,62.1,38.3,66,11,Urban,1595,2023
Beijing,05-07-2023,404,32.6,27.3,12.6,42.9,3.5,85,7,Urban,1966,2023
Beijing,06-07-2023,457,24.7,32.2,27.5,49,39.6,66,5,Urban,687,2023
Mexico City,07-07-2023,321,24.2,45.2,34.3,39.7,16.8,42,8,Urban,984,2023
Tokyo,08-07-2023,118,20.6,38.6,14.6,46.9,34.9,34,9,Suburban,1064,2023
Tokyo,09-07-2023,312,27.9,56.2,25.8,19.4,1.8,36,6,Urban,1168,2023
Beijing,10-07-2023,129,39.9,78.2,23.2,40,38.1,82,7,Urban,1079,2023
Beijing,11-07-2023,349,38.6,35.9,25,28.6,-0.3,80,10,Suburban,1251,2023
Beijing,12-07-2023,18,24.7,51.4,25.2,51.7,36.1,42,13,Suburban,1160,2023
Mexico City,13-07-2023,15,15.1,24.9,33.6,24.8,16.2,42,5,Urban,783,2023
Beijing,14-07-2023,306,57.5,64.2,26.3,50.7,-2,29,13,Rural,78,2023
Mexico City,15-07-2023,205,28.1,39.4,32.9,54,-2,67,9,Urban,1092,2023
Mexico City,16-07-2023,68,21,46.6,33.5,24.9,27.4,39,6,Suburban,926,2023
Beijing,17-07-2023,239,37.3,20.9,32.7,58.7,9.8,69,11,Suburban,538,2023
Beijing,18-07-2023,311,29.1,51.4,19.2,22.4,36,93,5,Urban,1351,2023
Beijing,19-07-2023,329,53.1,24,34.2,43.7,32.8,87,10,Rural,1583,2023
Delhi,20-07-2023,16,23.9,5.9,43.9,32.7,19.9,42,6,Urban,771,2023
Delhi,21-07-2023,290,18.1,71.4,40.5,43.2,-2.7,83,7,Urban,228,2023
Los Angeles,22-07-2023,38,34.2,24.8,26.4,41.8,-2,64,3,Urban,87,2023
Beijing,23-07-2023,377,32.7,31.4,28.6,25.5,25.1,32,11,Urban,1718,2023
Delhi,24-07-2023,361,25.7,55.2,29.5,42.7,28.3,67,10,Urban,191,2023
Mexico City,25-07-2023,271,28.3,41.1,16.8,21.2,29.4,59,13,Suburban,88,2023
Los Angeles,26-07-2023,404,42.9,21.4,26.5,42.6,4.9,86,1,Urban,1889,2023
Delhi,27-07-2023,316,52.7,60,30.2,54.3,19.5,69,8,Suburban,1346,2023
London,28-07-2023,298,16.2,28.9,11.7,52.2,25.5,38,8,Urban,802,2023
Tokyo,29-07-2023,2,31.1,40.9,40.1,34.7,36,85,6,Urban,1368,2023
Mexico City,30-07-2023,95,44.6,44.9,32.2,66.3,18.2,44,10,Rural,1402,2023
Mexico City,31-07-2023,318,49.3,51.9,24.5,36.7,31.5,56,7,Urban,961,2023
Delhi,01-08-2023,473,53.5,55.7,33.4,48.3,14.9,83,9,Urban,1229,2023
Tokyo,02-08-2023,255,14.6,69.7,43.5,25.6,38,83,8,Rural,1816,2023
Beijing,03-08-2023,495,31.4,73,29.8,47.2,26.8,70,3,Urban,1294,2023
Mexico City,05-08-2023,66,18.5,70,29.7,34.1,11.3,67,8,Urban,1779,2023
Delhi,06-08-2023,348,35.4,55.1,47.6,51.3,5.4,89,6,Urban,681,2023
Delhi,07-08-2023,359,9.5,45.2,40,37.6,-4.5,26,9,Urban,1978,2023
Mexico City,08-08-2023,1,19.8,37.1,33,43.2,9.9,39,2,Urban,906,2023
Mexico City,09-08-2023,439,9.2,57.8,39.7,44.1,-3.9,54,6,Rural,1620,2023
Delhi,10-08-2023,384,23.8,48.2,39.3,35.7,1,39,7,Suburban,903,2023
Los Angeles,11-08-2023,294,6.3,29.7,42.3,28.9,-1.8,21,9,Urban,281,2023
London,12-08-2023,443,46.5,5.7,12.6,38.5,10.6,89,8,Urban,1404,2023
Beijing,13-08-2023,363,38.1,81.3,42.3,31.3,10.4,65,3,Suburban,450,2023
Beijing,14-08-2023,56,32.6,11.1,34,38,30.9,29,3,Rural,811,2023
Delhi,15-08-2023,330,18.9,85.3,19.6,45,32.1,91,9,Urban,1034,2023
Los Angeles,16-08-2023,177,2.8,61.9,35.4,57.4,29.3,67,0,Rural,70,2023
Beijing,17-08-2023,492,40,41.1,46.6,44.5,-2.6,27,7,Rural,666,2023
London,18-08-2023,434,19.4,75.5,41,38.7,18.7,88,7,Suburban,1667,2023
Beijing,19-08-2023,355,31.5,81.1,29.2,17.5,2,43,8,Urban,861,2023
Mexico City,20-08-2023,31,45.8,75.6,37.6,28.4,32.9,37,12,Suburban,934,2023
Delhi,21-08-2023,454,7.9,35,20.6,27.8,19,50,1,Suburban,1037,2023
Delhi,22-08-2023,113,36.2,53.8,5.5,60.1,25.9,54,3,Urban,927,2023
Los Angeles,23-08-2023,394,34.5,32.8,36.7,47,6.7,37,10,Suburban,93,2023
Beijing,25-08-2023,248,26.5,46.5,14.9,22.8,35.7,42,9,Rural,214,2023
Cairo,26-08-2023,178,3,43.8,13.8,51.2,31.5,29,2,Suburban,788,2023
Cairo,27-08-2023,103,24.8,23,44,32.7,20.4,23,7,Rural,1667,2023
London,28-08-2023,169,8.9,65.4,35.2,33.3,28.6,45,2,Suburban,330,2023
Delhi,29-08-2023,37,55.4,83.8,34.6,53.8,10.2,50,15,Urban,1381,2023
Mexico City,30-08-2023,199,58.6,58,40.3,52.4,24,85,5,Suburban,303,2023
London,31-08-2023,208,30.9,56.2,33.5,53.1,-2.3,90,12,Suburban,1502,2023
Beijing,01-09-2023,483,42.7,62.5,34.8,14.3,2.6,43,14,Urban,1366,2023
Delhi,02-09-2023,228,37.7,96.1,31.7,62.9,25.7,53,9,Urban,240,2023
London,03-09-2023,28,32.1,99.1,39,53.6,7.6,79,7,Urban,847,2023
Beijing,04-09-2023,72,15.5,63.9,19.9,29.6,5,41,7,Urban,638,2023
Mexico City,05-09-2023,183,44.4,35,42.3,30.9,29.7,77,9,Suburban,365,2023
São Paulo,06-09-2023,150,37.4,33.3,42.8,37.8,18.3,55,5,Urban,1656,2023
Mexico City,07-09-2023,180,71.7,57.1,18.5,36.8,16.2,33,10,Suburban,942,2023
Beijing,08-09-2023,222,33.9,73,15.7,28.1,0.1,85,10,Urban,1865,2023
Beijing,09-09-2023,489,41.7,58.9,13.2,50.4,-0.4,68,15,Urban,666,2023
Beijing,10-09-2023,23,37.8,68.2,30.5,16.5,28.2,27,6,Suburban,471,2023
Delhi,11-09-2023,143,27.3,63.6,8.9,31.7,32.9,57,10,Urban,1215,2023
Los Angeles,12-09-2023,164,37.5,14,36.1,42.7,7.5,54,6,Urban,1274,2023
London,13-09-2023,472,32,22.5,23,24.2,17.9,94,6,Urban,342,2023
Delhi,14-09-2023,321,16.3,22.8,43.2,35.8,35.8,88,5,Urban,506,2023
Beijing,15-09-2023,201,50.7,33.2,24.8,51.8,-0.7,71,8,Urban,1394,2023
London,16-09-2023,17,26.3,71.7,29.7,37.7,6.6,30,8,Suburban,1020,2023
Delhi,17-09-2023,228,47.2,38.2,41.5,43.5,1.7,78,6,Urban,1861,2023
Beijing,18-09-2023,431,35.1,42.2,33.1,24.8,20.1,58,4,Suburban,454,2023
Beijing,19-09-2023,338,40.4,46,27.3,36.7,2.1,68,11,Suburban,1997,2023
Mexico City,20-09-2023,463,37.4,52.5,22.4,41.8,21.5,51,6,Urban,1678,2023
Delhi,21-09-2023,240,56.2,39.6,5.2,32.8,-0.8,88,9,Suburban,446,2023
Mexico City,22-09-2023,141,54.4,41.1,26,15.9,27.9,29,12,Suburban,1209,2023
Beijing,23-09-2023,108,35.9,67.4,35.1,41.6,14.5,43,7,Urban,677,2023
Mexico City,24-09-2023,304,48.9,48.1,38.7,25.7,-1.7,27,7,Urban,1826,2023
Delhi,25-09-2023,419,36.5,44,47.7,21,22.3,91,11,Urban,1986,2023
Beijing,26-09-2023,289,39.9,52.5,38.5,38.9,26.7,30,4,Suburban,422,2023
Beijing,27-09-2023,141,64.6,64.1,23.9,24.7,-0.3,64,11,Urban,803,2023
Delhi,28-09-2023,308,32,75.3,34,42.1,-2,63,9,Suburban,948,2023
Delhi,29-09-2023,428,50.4,47.7,34.1,19.1,1.4,47,9,Suburban,1401,2023
Delhi,30-09-2023,297,42.6,60.5,31.1,54.9,15.5,71,10,Urban,427,2023
Beijing,01-10-2023,484,34.1,36.1,31.4,35,17.6,47,9,Suburban,880,2023
Delhi,02-10-2023,131,38.6,30,27.6,47.2,21,49,9,Urban,1431,2023
Tokyo,03-10-2023,266,38.6,46.1,34.8,26.6,32.1,75,14,Suburban,1284,2023
Beijing,04-10-2023,119,38.9,53.6,8.1,19.4,39.5,58,10,Suburban,737,2023
London,05-10-2023,87,40.7,71.2,23.6,53.2,11.6,24,5,Urban,646,2023
Cairo,06-10-2023,58,37.5,76.2,31.9,39.3,32.8,44,8,Suburban,1914,2023
Delhi,07-10-2023,81,40.2,52.4,28.2,39.8,-0.6,88,8,Urban,1555,2023
Mexico City,08-10-2023,159,50,49.9,34.1,26.1,40,60,13,Urban,1161,2023
London,09-10-2023,425,50.5,54.7,33.6,51.5,37.8,91,8,Suburban,64,2023
Mexico City,10-10-2023,98,44.5,40.3,41.3,60.2,15.4,65,7,Urban,984,2023
Beijing,11-10-2023,141,61,41.6,37.2,53.8,19.5,41,11,Urban,1211,2023
Beijing,12-10-2023,365,30.4,62.4,31.8,58.6,0.8,44,7,Suburban,1447,2023
Delhi,13-10-2023,247,18.6,63.8,24.7,63.5,24.1,23,9,Urban,448,2023
Beijing,14-10-2023,326,36.5,50.1,43.7,31.8,-4.9,77,5,Rural,417,2023
São Paulo,15-10-2023,392,25.1,73,27,39.3,26.1,35,0,Rural,1985,2023
Cairo,16-10-2023,230,54.6,52.4,33,41.8,28.3,55,11,Urban,1559,2023
Delhi,17-10-2023,27,5.3,41,25.6,23.2,10.2,63,0,Urban,1673,2023
Los Angeles,18-10-2023,232,27.2,52.4,14.8,43.7,26.3,54,2,Urban,804,2023
Beijing,19-10-2023,216,7.6,84.5,28.4,54,-1.4,88,7,Urban,981,2023
Tokyo,20-10-2023,470,37.9,45.4,17.2,39.3,16.6,22,9,Urban,608,2023
Delhi,21-10-2023,335,17.9,45.8,20.5,26.6,5.7,32,9,Urban,1520,2023
Tokyo,22-10-2023,309,35.8,42,29.4,61,38.8,44,10,Urban,1354,2023
London,23-10-2023,287,58.3,45.4,20,51.9,23.4,85,11,Urban,1801,2023
Delhi,24-10-2023,191,33.5,46.2,31.3,51.4,6.4,63,11,Rural,851,2023
Delhi,25-10-2023,203,50.8,54.8,29.1,14.5,26.1,29,12,Suburban,647,2023
London,26-10-2023,115,51.2,58.9,29.3,40.4,-0.6,50,9,Urban,1575,2023
Delhi,27-10-2023,176,48.5,52.1,25.3,56.5,13.5,63,7,Urban,1677,2023
Beijing,28-10-2023,363,9.3,78.4,21.9,42.7,12.9,85,7,Suburban,1409,2023
Tokyo,29-10-2023,39,56.5,31.4,25.9,65.8,28.4,93,10,Urban,1170,2023
Mexico City,30-10-2023,271,30.7,64.8,25.2,36,11.1,68,11,Rural,1488,2023
Beijing,31-10-2023,302,44.1,66.6,19.6,18.5,11.6,54,9,Suburban,942,2023
Beijing,01-11-2023,72,37.7,85.2,35,48,31.2,24,14,Suburban,1929,2023
Delhi,02-11-2023,29,23.2,78.3,33.9,37.5,21.5,57,3,Urban,1328,2023
Cairo,03-11-2023,215,21,71.7,27.3,34.7,34.5,52,12,Urban,1203,2023
Beijing,04-11-2023,260,69.5,28.4,12.3,52.1,17.2,49,9,Urban,1930,2023
Delhi,05-11-2023,94,19.3,65.7,45.6,38.9,35,31,10,Urban,1397,2023
Delhi,06-11-2023,66,35.5,27.2,17.7,49.4,38.5,94,9,Urban,555,2023
Cairo,07-11-2023,148,63.2,24,41.4,36.9,28.6,24,12,Suburban,996,2023
Delhi,08-11-2023,19,27.2,49.7,8.5,48.9,19.1,41,9,Urban,1362,2023
London,09-11-2023,309,57.4,21.2,15,42.3,0.1,48,9,Urban,528,2023
Los Angeles,10-11-2023,243,43.9,22,12,62.4,17,31,4,Urban,83,2023
London,11-11-2023,293,56.7,46.9,38,26.6,1.3,41,7,Suburban,1643,2023
Cairo,12-11-2023,152,62,45,39.9,43.6,15.8,64,14,Urban,1078,2023
London,13-11-2023,299,35.3,42.3,23.5,50.6,-2.1,60,10,Urban,691,2023
Tokyo,14-11-2023,244,1.6,19.5,21.2,39,7.1,29,3,Urban,1006,2023
Delhi,15-11-2023,479,4.9,43.9,24,25.2,26.6,66,5,Suburban,800,2023
Los Angeles,16-11-2023,81,37.4,72.3,35.8,39.7,38.5,84,11,Urban,459,2023
Beijing,18-11-2023,483,30.3,71.3,27.7,41.5,3.1,68,10,Suburban,1130,2023
Tokyo,19-11-2023,472,48.3,91.1,30.7,32.5,9.4,57,7,Suburban,1285,2023
Cairo,20-11-2023,6,10.2,69.6,27.5,45.7,7.6,71,9,Suburban,1441,2023
Los Angeles,21-11-2023,170,29.6,63.8,37.9,60.2,0.5,56,7,Suburban,592,2023
Beijing,22-11-2023,67,7.7,57.2,21.5,42.5,21.4,39,5,Suburban,62,2023
Beijing,23-11-2023,344,7.7,43.3,45.8,46.5,18.6,29,1,Urban,1636,2023
Beijing,24-11-2023,355,48.3,59.5,31.2,32,-0.6,30,7,Suburban,1747,2023
Beijing,26-11-2023,465,9,81.8,26.3,39.1,16,91,7,Suburban,1594,2023
Delhi,28-11-2023,22,6.8,54.6,45.5,47.4,13.4,60,3,Urban,297,2023
Los Angeles,29-11-2023,466,23.8,54.2,30.1,24,31.3,69,16,Urban,1012,2023
Beijing,30-11-2023,11,54,49.2,14,29.3,19.4,26,13,Urban,1645,2023
Tokyo,01-12-2023,481,15.5,19.6,22.3,45.9,3.3,20,5,Suburban,414,2023
Mexico City,02-12-2023,279,39.8,75.5,30.2,47,13.5,42,7,Urban,755,2023
Delhi,03-12-2023,315,43.2,7.6,34.1,49.9,27.4,60,11,Urban,408,2023
Delhi,04-12-2023,220,25.8,46.7,30,57,5.1,76,7,Urban,1690,2023
Delhi,05-12-2023,316,27.6,46.4,33.8,19.3,17.1,25,7,Urban,381,2023
Cairo,06-12-2023,102,19.7,50.8,21.5,21.9,1.7,38,10,Suburban,1387,2023
Delhi,07-12-2023,52,48.2,6.3,14.6,57.5,15,32,12,Urban,1601,2023
Beijing,08-12-2023,66,23.7,68.9,41.8,30.4,34.2,81,10,Urban,1430,2023
Tokyo,09-12-2023,84,24.6,58.8,23.4,25.9,22.5,69,14,Urban,1299,2023
Cairo,10-12-2023,426,20,57.5,40,37,11.9,32,11,Suburban,1422,2023
Delhi,11-12-2023,221,74.4,38.6,44.5,36.5,38.8,63,15,Suburban,83,2023
Delhi,12-12-2023,61,59.5,66.8,40.4,40.3,2,39,15,Suburban,1996,2023
Delhi,14-12-2023,347,38.5,73.8,25.6,42.1,-0.3,69,7,Urban,820,2023
Delhi,15-12-2023,182,56.4,84.5,39.8,19.3,3.3,75,11,Suburban,853,2023
Mexico City,16-12-2023,413,24,79.2,19.9,41.8,30.4,61,9,Urban,972,2023
Tokyo,17-12-2023,10,19.6,45.6,53.5,10.5,28.5,49,5,Suburban,1477,2023
Beijing,18-12-2023,11,52.5,73.3,37.3,17.3,7,74,12,Urban,1625,2023
Mexico City,19-12-2023,387,63.9,64.9,50,50.7,-3.5,33,16,Urban,172,2023
Delhi,20-12-2023,372,25.5,11.2,48.7,41,-3.1,65,3,Urban,558,2023
London,21-12-2023,44,40.2,41.2,22.2,20.9,-0.7,36,8,Suburban,1180,2023
Mexico City,22-12-2023,341,44.2,74.2,44,41,1.4,68,8,Urban,514,2023
London,23-12-2023,103,37.8,34,26.6,36.7,36.1,81,10,Urban,1166,2023
Tokyo,24-12-2023,271,42,39.8,20.3,46.4,29.1,27,9,Suburban,1962,2023
Beijing,25-12-2023,369,33.2,49.4,33.4,37.2,12.7,29,5,Urban,607,2023
Delhi,26-12-2023,39,3.6,70.6,23.9,47.5,-4.8,75,2,Urban,766,2023
Delhi,27-12-2023,497,33.7,79.2,10.9,32.3,19.3,83,13,Suburban,654,2023
Beijing,28-12-2023,453,46.9,35,38,27,10,52,9,Urban,1932,2023
Tokyo,29-12-2023,153,42.9,49.8,46.8,47.7,-3.9,82,8,Rural,1223,2023
Beijing,30-12-2023,454,28.4,54.9,37,32.2,-0.2,79,3,Suburban,838,2023
Beijing,01-01-2024,170,35.3,60,35.6,15.4,19.6,64,8,Suburban,1023,2024
Delhi,02-01-2024,436,41.1,75.8,36.8,43.5,38.4,44,6,Urban,616,2024
Beijing,03-01-2024,168,26,53.5,32.4,47.6,19,24,9,Suburban,1130,2024
Mexico City,04-01-2024,214,29.2,23,30.3,33.9,-4.9,44,9,Urban,1816,2024
Mexico City,05-01-2024,273,39.1,34.8,35.8,43.5,-4.9,41,4,Urban,230,2024
Beijing,06-01-2024,107,35.8,58.3,36.3,39.6,35.8,83,12,Urban,1994,2024
Delhi,07-01-2024,437,30.3,51.9,35.2,39.8,18,59,7,Urban,1644,2024
Los Angeles,08-01-2024,432,27.7,42.1,38.9,38,20.9,70,13,Urban,1432,2024
Delhi,09-01-2024,466,0.4,32.7,36.7,34.6,16.9,48,7,Urban,583,2024
Tokyo,10-01-2024,433,16.6,54.2,15.5,43.8,11.4,58,6,Urban,672,2024
Delhi,11-01-2024,124,33,27.8,26.8,47.3,4,85,4,Urban,913,2024
Delhi,12-01-2024,291,33.1,65.9,20.2,26.1,37.7,84,15,Urban,1037,2024
Beijing,13-01-2024,278,40.5,49.3,29.1,43.8,-3.8,30,6,Suburban,261,2024
Beijing,14-01-2024,401,54,51.7,34.4,30.7,27.4,77,11,Urban,1740,2024
Beijing,15-01-2024,182,27.5,81.3,27.4,34.3,18.8,82,5,Rural,1226,2024
Beijing,16-01-2024,266,16.4,55.4,24.4,30.2,11.9,69,0,Suburban,1478,2024
São Paulo,17-01-2024,109,57.2,86.8,13.8,39.9,25.6,27,9,Suburban,681,2024
Beijing,18-01-2024,262,41.6,39.6,43.8,66.6,39.9,83,12,Urban,1120,2024
Beijing,19-01-2024,1,26.5,33.3,27.9,33.2,-0.3,52,8,Urban,1974,2024
Beijing,20-01-2024,7,8.5,33,29.3,47.8,6,69,4,Suburban,1008,2024
Delhi,21-01-2024,146,70.7,68.1,41.6,48.4,13.2,68,15,Urban,1947,2024
Mexico City,22-01-2024,351,31.4,64.7,46.4,40.9,28.7,92,11,Rural,578,2024
Delhi,23-01-2024,164,40.9,66.7,34,45.9,21.6,59,4,Suburban,152,2024
Mexico City,24-01-2024,343,20.9,38.9,32.9,23.1,-3.2,20,12,Urban,410,2024
Delhi,25-01-2024,327,18.7,8.6,34.9,34.4,-2.9,90,7,Urban,1525,2024
São Paulo,26-01-2024,149,53.7,68.5,29.9,39.1,2.8,36,3,Urban,458,2024
Beijing,27-01-2024,321,28,35.2,33.6,56.2,32.2,72,7,Suburban,170,2024
Beijing,29-01-2024,489,35.6,17.5,37.1,39.4,16.6,67,6,Urban,1105,2024
Delhi,30-01-2024,9,35.5,50.8,23,41.5,5,30,5,Urban,626,2024
London,31-01-2024,331,50.9,2.1,28.2,23.2,13.8,24,16,Urban,1103,2024
Mexico City,01-02-2024,413,33.2,35.4,35.8,37.3,33.8,69,8,Suburban,919,2024
Los Angeles,02-02-2024,76,44,61.2,45.3,39.9,23,82,11,Urban,589,2024
Beijing,03-02-2024,488,24.8,43.1,31,35,11.8,56,6,Rural,1854,2024
Mexico City,04-02-2024,294,20.8,25.9,27.7,41.7,37,72,6,Urban,362,2024
London,05-02-2024,282,21,39.3,40.9,64.3,27.9,84,8,Suburban,936,2024
Mexico City,06-02-2024,82,23.7,63,35.9,31.2,39.5,20,5,Urban,1399,2024
Beijing,07-02-2024,298,59.9,43.6,23.2,46.5,32.3,37,7,Suburban,1633,2024
Mexico City,08-02-2024,76,26.7,59.8,35.9,36.4,16.3,22,6,Rural,742,2024
Mexico City,09-02-2024,201,26.6,27.2,11.3,36.4,28.3,64,1,Urban,166,2024
Cairo,10-02-2024,463,46.2,56.3,35,37.7,36.8,41,5,Urban,1270,2024
Beijing,11-02-2024,116,45.6,67.5,31.1,30.5,14.1,82,11,Suburban,420,2024
Beijing,12-02-2024,89,18.6,52.6,41.8,41.1,-3.1,94,4,Rural,112,2024
London,13-02-2024,3,31.7,61.4,39.1,51.3,27.3,37,7,Rural,1104,2024
Beijing,14-02-2024,238,2.4,42.9,31,56.6,24.3,55,1,Rural,767,2024
Los Angeles,15-02-2024,366,42.7,54.9,16.8,33.9,6.8,30,14,Urban,914,2024
Beijing,16-02-2024,453,45.1,84.4,33.6,46.9,23.2,68,11,Suburban,1786,2024
Delhi,17-02-2024,52,44.6,52.2,37.4,33.8,11.6,25,4,Urban,564,2024
Los Angeles,18-02-2024,303,65.2,38.9,25.5,46.1,10.7,80,16,Suburban,359,2024
Delhi,20-02-2024,229,36.3,77.6,29.3,40.9,-1.2,34,7,Urban,629,2024
Mexico City,21-02-2024,131,37.6,51.4,27.3,36.9,6.6,58,2,Urban,146,2024
Los Angeles,22-02-2024,167,26.1,40.8,32,42.3,8.3,94,4,Suburban,114,2024
Tokyo,23-02-2024,259,66.3,47.9,32.6,29.8,21.5,61,7,Suburban,1637,2024
Delhi,24-02-2024,62,61.8,77.9,37.8,65.9,9.1,41,7,Urban,905,2024
Delhi,25-02-2024,435,26.7,36.4,19,52.9,31.7,32,12,Suburban,105,2024
Cairo,26-02-2024,429,17.7,95,19,65.4,-2.6,59,7,Urban,161,2024
Delhi,27-02-2024,128,36,33.6,32.5,25.7,5.4,89,1,Urban,111,2024
Delhi,29-02-2024,326,36,30.7,36.3,42.6,0.8,74,11,Urban,1872,2024
Beijing,01-03-2024,459,38,43.4,38.4,35.7,-4.9,77,11,Urban,976,2024
Tokyo,02-03-2024,378,9.1,86.6,12,43.5,2.1,25,8,Urban,1925,2024
Los Angeles,03-03-2024,387,31.5,37.3,26.6,44.6,-4,34,9,Urban,1166,2024
Los Angeles,04-03-2024,254,37.1,53.6,21.1,51.5,37.2,25,6,Urban,1220,2024
Delhi,05-03-2024,245,19.7,79.3,11.5,51.1,0.5,92,4,Urban,1781,2024
Beijing,06-03-2024,113,53.5,79.7,32.5,50.2,35.9,53,12,Urban,1806,2024
